       1, 0.333333, 0, 0, 0, 0, 0, 0, 0, 0, 0
       2, 0.2, 0.2, 0.2, 0, 0, 0, 0, 0, 0, 0
       3, 0.142857, 0.285714, 0.142857, 0.142857, 0, 0, 0, 0, 0, 0
       4, 0.111111, 0.222222, 0.333333, 0.111111, 0, 0, 0, 0, 0, 0
       5, 0.0909091, 0.272727, 0.363636, 0.0909091, 0, 0, 0, 0, 0, 0
       6, 0.0769231, 0.307692, 0.307692, 0.153846, 0, 0, 0, 0, 0, 0
       7, 0.0666667, 0.266667, 0.4, 0.133333, 0, 0, 0, 0, 0, 0
       8, 0.0588235, 0.294118, 0.352941, 0.176471, 0, 0, 0, 0, 0, 0
       9, 0.0526316, 0.315789, 0.421053, 0.105263, 0, 0, 0, 0, 0, 0
      10, 0.047619, 0.285714, 0.428571, 0.142857, 0, 0, 0, 0, 0, 0
      11, 0.0434783, 0.304348, 0.391304, 0.173913, 0, 0, 0, 0, 0, 0
      12, 0.04, 0.24, 0.48, 0.16, 0, 0, 0, 0, 0, 0
      13, 0.037037, 0.333333, 0.407407, 0.148148, 0, 0, 0, 0, 0, 0
      14, 0.0344828, 0.275862, 0.482759, 0.137931, 0, 0, 0, 0, 0, 0
      15, 0.0322581, 0.258065, 0.483871, 0.16129, 0, 0, 0, 0, 0, 0
      16, 0.030303, 0.30303, 0.424242, 0.181818, 0, 0, 0, 0, 0, 0
      17, 0.0285714, 0.285714, 0.485714, 0.142857, 0, 0, 0, 0, 0, 0
      18, 0.027027, 0.297297, 0.486486, 0.135135, 0, 0, 0, 0, 0, 0
      19, 0.025641, 0.282051, 0.487179, 0.153846, 0, 0, 0, 0, 0, 0
      20, 0.0243902, 0.292683, 0.463415, 0.170732, 0, 0, 0, 0, 0, 0
      21, 0.0232558, 0.255814, 0.534884, 0.139535, 0, 0, 0, 0, 0, 0
      22, 0.0222222, 0.311111, 0.444444, 0.177778, 0, 0, 0, 0, 0, 0
      23, 0.0212766, 0.255319, 0.510638, 0.170213, 0, 0, 0, 0, 0, 0
      24, 0.0204082, 0.265306, 0.510204, 0.163265, 0, 0, 0, 0, 0, 0
      25, 0.0196078, 0.294118, 0.490196, 0.156863, 0, 0, 0, 0, 0, 0
      26, 0.0188679, 0.301887, 0.490566, 0.150943, 0, 0, 0, 0, 0, 0
      27, 0.0181818, 0.272727, 0.527273, 0.145455, 0, 0, 0, 0, 0, 0
      28, 0.0175439, 0.263158, 0.508772, 0.175439, 0, 0, 0, 0, 0, 0
      29, 0.0169492, 0.288136, 0.508475, 0.152542, 0, 0, 0, 0, 0, 0
      30, 0.0163934, 0.262295, 0.52459, 0.163934, 0, 0, 0, 0, 0, 0
      31, 0.015873, 0.269841, 0.507937, 0.174603, 0, 0, 0, 0, 0, 0
      32, 0.0153846, 0.292308, 0.492308, 0.169231, 0, 0, 0, 0, 0, 0
      33, 0.0149254, 0.268657, 0.537313, 0.149254, 0, 0, 0, 0, 0, 0
      34, 0.0144928, 0.275362, 0.521739, 0.15942, 0, 0, 0, 0, 0, 0
      35, 0.0140845, 0.28169, 0.521127, 0.15493, 0, 0, 0, 0, 0, 0
      36, 0.0136986, 0.260274, 0.534247, 0.164384, 0, 0, 0, 0, 0, 0
      37, 0.0133333, 0.266667, 0.546667, 0.146667, 0, 0, 0, 0, 0, 0
      38, 0.012987, 0.272727, 0.519481, 0.168831, 0, 0, 0, 0, 0, 0
      39, 0.0126582, 0.253165, 0.531646, 0.177215, 0, 0, 0, 0, 0, 0
      40, 0.0123457, 0.271605, 0.530864, 0.160494, 0, 0, 0, 0, 0, 0
      41, 0.0120482, 0.26506, 0.542169, 0.156627, 0, 0, 0, 0, 0, 0
